id,created_at,scheduled_care_id,child_id,providing_parent_id,notes,action_type,original_children_id
7fec43ff-2bd2-4d2a-85f3-633012c51fb4,2025-10-26 23:59:08.910489+00,876d6e60-90fe-445e-8031-226503d86c97,a42af785-eb87-4f53-af70-137b2946eee3,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - accepting parent child added to existing receiving block,new,
624a59ea-3cac-413b-a7c5-338c3ffde5ac,2025-10-26 23:58:20.030637+00,aacc4cb6-0716-43e5-9304-b5cf158e9f3c,24015a99-6392-4b82-b575-8bf9bf6bef92,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - child from original block added to accepting parent receiving care,new,
08ef8b67-e330-4656-994e-e35b7f374526,2025-10-26 23:58:20.030637+00,aacc4cb6-0716-43e5-9304-b5cf158e9f3c,3d9d40ea-b518-4414-810b-c21bbc33573d,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - child from original block added to accepting parent receiving care,new,
dbb60d41-9f9b-4e10-a11e-f0ac27d8be16,2025-10-26 23:58:20.030637+00,aacc4cb6-0716-43e5-9304-b5cf158e9f3c,5f093c84-ed8c-44b2-a2aa-3673c760b627,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - child from original block added to accepting parent receiving care,new,
36f20c9e-eec0-4e29-8f02-6d8a98db25de,2025-10-26 23:59:08.910489+00,aacc4cb6-0716-43e5-9304-b5cf158e9f3c,a42af785-eb87-4f53-af70-137b2946eee3,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - accepting parent child added to existing receiving block,new,
f044d8a4-08ab-490e-bcf9-7c4517299cf5,2025-10-26 23:56:45.968502+00,dbaa7e70-71a1-4866-8099-66144c1aa0a7,24015a99-6392-4b82-b575-8bf9bf6bef92,88416767-8bca-46c7-9dd3-f191a134b46b,Requester child needs care from responder,new,
32ade1cb-34e1-4361-8493-4ddb6f8fd77b,2025-10-26 23:57:45.93413+00,dbaa7e70-71a1-4866-8099-66144c1aa0a7,a42af785-eb87-4f53-af70-137b2946eee3,88416767-8bca-46c7-9dd3-f191a134b46b,Open block - accepting parent child added to existing receiving block,new,
79661254-355e-41e7-88f9-a12375e0699f,2025-10-26 23:56:45.968502+00,ec7c17e8-34df-4bd4-b9cf-3d5483636fde,24015a99-6392-4b82-b575-8bf9bf6bef92,1f66fb72-ccfb-4a55-8738-716a12543421,Requester child needs care from requester,new,
30e7cddd-4a87-4680-898b-9fc28a540cc8,2025-10-26 23:58:20.030637+00,ec7c17e8-34df-4bd4-b9cf-3d5483636fde,3d9d40ea-b518-4414-810b-c21bbc33573d,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - accepting parent child added to existing provider block,new,
5730d4ba-3471-46f3-9687-4f49e4685313,2025-10-26 23:56:45.968502+00,ec7c17e8-34df-4bd4-b9cf-3d5483636fde,5f093c84-ed8c-44b2-a2aa-3673c760b627,1f66fb72-ccfb-4a55-8738-716a12543421,Responder child needs care from requester,new,
73ba3245-d59a-4b46-9018-97fd7995e269,2025-10-26 23:59:08.910489+00,ec7c17e8-34df-4bd4-b9cf-3d5483636fde,a42af785-eb87-4f53-af70-137b2946eee3,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - accepting parent child added to existing provider block,new,
cb5079e7-b38f-4703-9982-c506d1d26be3,2025-10-26 23:59:08.910489+00,f1c769b3-e3df-4c1a-9607-ff2fba5ec0ec,24015a99-6392-4b82-b575-8bf9bf6bef92,1ddffe94-817a-4fad-859e-df7adae45e31,Open block - open block sender child added to their receiving care block,new,
c72b53fe-c2a4-4864-838f-64b9a7609814,2025-10-26 23:59:08.910489+00,f1c769b3-e3df-4c1a-9607-ff2fba5ec0ec,a42af785-eb87-4f53-af70-137b2946eee3,1ddffe94-817a-4fad-859e-df7adae45e31,Open block - accepting parent child added to open block sender receiving care block,new,
